day,event_id,machine_partno,machine,problem,fixed_by,fix_detail,issue_dt,finish_dt
27,PAP192707220755,M19001,PAP19,turn up ไม่สุด,H็353350,adjust parameter low pressure push bladder จาก 18 sec. เป็น 22 sec. ครับ,2022-07-27 07:55:23,2022-07-27 09:30:00
14,TCSM121410220900,M01103,TCSM12,BDR พับยับ,H353350,Adjust parameter position rolling down zone3 ใหม่เดิม 230 mm. เป็น 220 mm. และ follow ครับ,2022-10-14 09:00:18,2022-10-14 13:15:00
22,TCSM172212222339,M18801,TCSM17,off centering,H353350,Adjust parameter pressure extensor zone1-6 ใหม่ครับ,2022-12-22 23:39:41,2022-12-22 23:59:00
20,BNS182004231150,M18801,BNS18,ขอบฺBeadเสียรูปตอปล่อยลม,H353350,adjust parameter pressure preconform เพิ่มจาก 0.30 bar. เป็น 0.32 bar. ครับ,2023-04-20 11:50:12,2023-04-20 15:05:00
4,BNS160408221912,M13702,BNS16,BDR บล็้อคลมที่ zone3,็H353350,adjust parameter pressure rolling down zone3 ใหม่จาก 1200 เป็น 1500 ครับ,2022-08-04 19:12:32,2022-08-04 21:05:00
16,BNS191603231352,M20101,BNS19,bandage off centering,H353350,Adjust parameter pressure x2 จาก 0.27 เป็น 0.3 bar. / adjust speed flange x3 จาก 4 เป็น 2 mm./sec. / adjust time pressure ที่ปล่อยเข้าท้องยางจาก 90 sec. เป็น 105 sec. ครับ,2023-03-16 13:52:41,2023-03-16 20:30:00
16,BNS191603231354,M20101,BNS19,bandage off centering,H353350,Adjust parameter pressure x2 จาก 0.27 เป็น 0.3 bar. / adjust speed flange x3 จาก 4 เป็น 2 mm./sec. / adjust time pressure ที่ปล่อยเข้าท้องยางจาก 90 sec. เป็น 105 sec. ครับ,2023-03-16 13:54:47,2023-03-16 20:35:00
9,RZB50906221443,M19501,RZB5,RollerกดCarcassเยอะมากไป,H353350,Adjust parameter radius form 280 mm. is 284 mm.,2022-06-09 14:43:00,2022-06-09 15:20:00
16,BNS201606220855,M19501,BNS20,BDR รีดพับยับ zone3,H353350,Adjust parameter roller wing BDR ให้ช่วยรีดนานมากกว่าเก่าจาก 10800 Deg. เป็น 15000 Deg.ครับ,2022-06-16 08:55:46,2022-06-16 13:15:00
19,BNS141901261351,M08201,BNS14,BDR off cantering,H353350,adjust parameter speed flange จาก 5 เป็น 8 ครับ,2026-01-19 13:51:18,2026-01-19 14:09:00
26,BNS142601260849,M15501,BNS14,BDR off cantering,H353350,adjust parameter speed flange จาก 5 เป็น 8 ครับ,2026-01-26 08:49:16,2026-01-26 09:09:00
4,PAP160408221910,M13702,PAP16,step เอายางออกไม่หยุดที่ sec.0,็H353350,adjust parameter step remove carcass ใหม่ครับ,2022-08-04 19:10:40,2022-08-04 19:35:00
20,PAP212006221704,M15702,PAP21,Teuse ไม่สุด,H353350,Adjust parameter step turn3 จาก 205 เป็น 215 ครับ,2022-06-20 17:04:41,2022-06-20 18:24:00
16,PAP181606221121,M13105,PAP18,Bladder  หุบคา  Drum  รอบแรก ต้องการให้ QO มา Follow,H353350,"Adjust parameter time high pressure จาก 25 sec.เป็น 28 sec.
Adjust parameter low pressure จาก 1.5 bar. เป็น 1.8 bar. ครับ",2022-06-16 11:21:43,2022-06-16 14:08:00
13,RZB51312221105,M01103,RZB5,Teuseแล้วเป็นจีบ,H353350,Adjust parameter turn down step3 จาก 140 degree เป็น 160 degree ครับ,2022-12-13 11:05:07,2022-12-13 13:00:00
21,RZB32107222200,M05102,RZB3,teuseยับรอบเส้นsize1400,H353350,adjust parameter turn down step3 จาก 440 degree เป็น 420 degree ครับ,2022-07-21 22:00:52,2022-07-21 23:44:00
18,PAP141812221152,M08201,PAP14,RZB2 ด้านซ้ายตุ๊ดไม่สุดบางเส้นบล็อคลม,H353350,Adjust parameter turn down step4 เพิ่มขึ้นอีก 10 degree ครับ,2022-12-18 11:52:15,2022-12-18 12:40:00
16,RZB11612221220,M01103,RZB1,สเตป4ตุ๊ดไม่สุด,H353350,Adjust parameter turn down step4 เพิ่มอีก 10 degree ครับ,2022-12-16 12:20:42,2022-12-16 12:45:00
12,RZB31212221240,M18801,RZB3,สเต็ป4ค้าง,H353350,Adjust parameter turn down step4 จาก 315 degree เป็น 318 degree ครับ,2022-12-12 12:40:16,2022-12-12 13:00:00
15,RZB31509221819,M18801,RZB3,Step3-4 ตุสไม่สุด,H353350,adjust parameter turn down step4 จากเดิม320เป็น310เป็น300เป็น295องศาครับ,2022-09-15 18:19:47,2022-09-15 22:51:00
12,PAP141206221821,M08201,PAP14,B/D turn ไม่ขึ้น,H353350,"Adjust parameter turn จาก 0.4 bar.
เป็น 0.6 bar.
Ajjust parameter push จาก 1.1 bar.
เป็น 1.3 bar. ครับ",2022-06-12 18:21:08,2022-06-12 19:11:00
30,BNS163001230916,M08401,BNS16,carass off,H353350,Adjust parameter X1 ใหม่จาก 180 เป็น 220 ครับ,2023-01-30 09:16:05,2023-01-30 10:00:00
5,RZB30510220923,M05102,RZB3,m05102ต๊ดพับยับสเตป4,H353350,adjust parameter zone3 end position จาก 420 deg. => 405 deg. ครับ,2022-10-05 09:23:20,2022-10-05 12:35:00
30,PAP203010230805,M13105,PAP20,ฝาถังricเปิด step Fe,H353350,Adjust parameter ให้ใหม่ครับ,2023-10-30 08:05:15,2023-10-30 08:10:00
23,BNS192305241018,M10001,BNS19,Rolldown ยับ,H353794,adjust parameter ใหม่ follow OK,2024-05-23 10:18:40,2024-05-23 11:00:00
21,BNS162104240821,M20001,BNS16,preconform off center,H353350,Adjust parameter ระยะ flange X2 ใหม่ / ลด pressure carcass จาก 250 g. เป็น 200 g. ครับ,2024-04-21 08:21:32,2024-04-21 09:30:00
4,TCSM120410221234,M20101,TCSM12,zone 4 รีดแล้วยับ,H353350,adjust parametter pressure zone4 form 1000 g. => 800 g. ครับ,2022-10-04 12:34:58,2022-10-04 15:00:00
25,RZB22502251628,M15702,RZB2,ตุ๊ดไม่สุด,H353350,Adjust parametter turn step 3 form 350 degree to 330 degree ครับ,2025-02-25 16:28:31,2025-02-25 17:00:00
7,BNS160709220815,M15702,BNS16,BDR รีดบล็อคลมในร่อง,H353350,adjust position axis X ใหม่จาก 340 mm.เป็น 300 mm.และลด speed axis จาก 3 mm. / sec. เป็น 1 mm. / sec. และ follow ครับ,2022-09-07 08:15:54,2022-09-07 12:05:00
8,BNS160809220752,M15702,BNS16,รีดบล็อคลม,H353350,"adjust position axis Y zone3 ใหม่จาก 2450 mm. เป็น 2550 mm. และ follow ครับ

( สาเหตุจากการที่ rolldown เพี้ยน shift C วันที่ 07/09/2022 กลางกะมีการ flaut ของ machine หลังจากแก้ flaut ก็มีการ error เลยครับ ) * พับยับที่ zone3 ครับ *",2022-09-08 07:52:26,2022-09-08 10:50:00
19,BNS142002250141,M06201,BNS14,Precoform off,H353350,adjust position flange X1 form 400 mm. to 388 mm. / adjust speed flange X1 form 5 mm. to sec. to 2 mm. ( min / sec. ) / adjust position flange X2 form 336 mm. to 366 mm. / adjust pressure carcass X2 form 290 g. to 250 g.,2025-02-20 01:41:09,2025-02-20 03:30:00
5,PAP130509220913,M05102,PAP13,RZB3 1400ตุ๊ดยับ,H353350,adjust position turn down step3 ใหม่ จาก 320 deg. เป็น 340 deg. และครับ follow ครับ,2022-09-05 09:13:21,2022-09-05 12:30:00
5,RZB30509220916,M05102,RZB3,RZB3 1400ตุ๊ดยับ,H353350,adjust position turn down step3 ใหม่จาก 320 deg. เป็น 340 deg. และ follow ครับ,2022-09-05 09:16:18,2022-09-05 12:30:00
5,BNS180508221632,M19501,BNS18,BDr พับยับโซน 3,H353350,adjust position wing BDR ใหม่จาก 90 mm.เป็น 85 mm.,2022-08-05 16:32:30,2022-08-05 21:30:00
23,BNS192305240838,M10001,BNS19,ละออง sovent ตัด safety,H353794,adjust post table form 500 to 700,2024-05-23 08:38:45,2024-05-23 10:00:00
8,PAP190805251154,M10001,PAP19,step turn up ค้าง,H353350,Adjust pressure inflation form 6 bar to 5 bar ครับ,2025-05-08 11:54:58,2025-05-08 12:30:00
26,BNS182601250919,M20201,BNS18,ปลายBDRบ็อคลมหลังรีด,H353350,adjust pressure rolling down zone 3 = 3 bar. to 4 bar. zone 4 = 2 bar. to 3 bar. ครับ,2025-01-26 09:19:50,2025-01-26 09:30:00
2,BNS180212221039,M20201,BNS18,ยาง off center,H353350,"Adjust pressure step preconform จาก 0.28 bar. เป็น 0.25 bar , Adjust speed flange จาก 5 mm.เป็น 8 mm. / sec ครับ",2022-12-02 10:39:29,2022-12-02 12:05:00
24,BNS182408240838,M13105,BNS18,follow off centering,H353350,Adjust pressure X2 ให้ใหม่ครับ,2024-08-24 08:38:02,2024-08-24 09:00:00
31,BNS163108221011,M13702,BNS16,BDR บล็อคลมด้าน R,H353350,adjust pressure zone จาก 1.5 bar. เป็น 1.7 bar.,2022-08-31 10:11:42,2022-08-31 15:00:00
13,TCSM131310220909,M01103,TCSM13,BDR ยับ,H353350,adjust pressure zone4 จาก 2500 เป็น 2300 และ follow ครับ,2022-10-13 09:09:39,2022-10-13 11:05:00
22,BNS142211221714,M15501,BNS14,Carcass off Center,H353350,Adjust speed flange step confirmation form 5 mm. to 8 mm. / sec. ครับ,2022-11-22 17:14:15,2022-11-22 20:00:00
1,BNS140112221506,M15501,BNS14,BDR off center,H353350,Adjust speed flange step confirmation ช่วยจาก 5 mm.เป็น 8 mm. / sec. ครับ,2022-12-01 15:06:03,2022-12-01 15:30:00
19,BNS142002250141,M06201,BNS14,conformation off,H353350,adjust speed flange X3 form 8 mm. to sec. to 12 mm.,2025-02-20 01:41:59,2025-02-20 02:05:00
20,BNS192009220915,M19001,BNS19,BNS19 Follow Bandage off centering,H353350,Adjust speed flange เพิ่มจาก 5 mm./sec. เป็น 7 mm./sec.ครับ,2022-09-20 09:15:57,2022-09-20 10:00:00
1,BNS160111220735,M15601,BNS16,bdr off center 2-3 mm.,็353350,Adjust speed flange เิดมจาก 3 mm. / sec เป็น 5 mm. / sec. ครับ,2022-11-01 07:35:31,2022-11-02 10:00:00
8,BNS190901260043,M20101,BNS19,Bandageออฟเซนเตอร์ริ่ง,H353350,adjust speed ofl Laying BDR form 15 to 7 / adjust carcass pressure for preconformation form 0.30 bar to 0.28 bar ครับ,2026-01-09 00:43:56,2026-01-09 01:00:00
11,BNS191102261750,M16006,BNS19,bandage off centering,H353350,adjust speed ofl Laying BDR form 15 to 7 / adjust carcass pressure for preconformation form 0.30 bar to 0.28 bar ครับ,2026-02-11 17:50:08,2026-02-11 18:09:00
5,TCSM130512221336,M01103,TCSM13,BDR ไม่ติด,H353350,"Adjust speed rolling down zone1,2,3 ใหม่จาก 5 mm./sec. เป็น 3 mm./sec. ครับ",2022-12-05 13:36:05,2022-12-05 15:00:00
3,BNS160308221707,M13701,BNS16,จุด start baz กดหนักเกินไปชิ้น gcs ย่นและพับยับ,็H353350,adjust speed start point ba จาก 20 เหลือ 10 ครับ,2022-08-03 17:07:58,2022-08-03 18:30:00
27,BNS212703242321,M15702,BNS21,BDR ปู Off Center,H353794,Adjust step front hallway width BDR form 165 to 152 follow OK,2024-03-27 23:21:38,2024-03-28 02:00:00
12,BNS191205230714,M01103,BNS19,carcass of centering,H353794,"adjust step loadcarcass
แก้ไขค่าของstep Drum Flange Posltion for Freshening carass จาก890เป็น870
แก้ไขค่า carcass pressure for perconformmation จาก0.28เป็น0.30
follow OK",2023-05-12 07:14:13,2023-05-12 13:00:00
16,RZB51601230709,M13105,RZB5,Teuseแล้วบล็อคลมและเป็นจีบ,H353350,"Adjust time dry rotation จาก 2000 เป็น 4000
( เนื่องจาก dissolution ) แห้งไม่ทันครับ",2023-01-16 07:09:57,2023-01-16 16:50:00
5,PAP190605250101,M10001,PAP19,turn up ไม่ขึ้น,H353350,Adjust time low pressure form 10 sec. to 15 sec.,2025-05-06 01:01:09,2025-05-06 01:25:00
18,BNS181804240740,M13105,BNS18,conformแล้วoff center,H353350,Adjust time of move flange,2024-04-18 07:40:44,2024-04-18 13:00:00
1,RZB50102252254,M16006,RZB5,ตุ๊ดพับยับ+บล็อค,H353350,Adjust turn down step 1 * end position roller for fold-back 90 degrees to 105 degrees / carcass rotation 15 mm. to 35 mm. ครับ,2025-02-01 22:54:13,2025-02-01 23:15:00
13,RZB31309222137,M05102,RZB3,Size M18801 ตุสไม่สุด,H353350,Adjust turn down step4 เดิมจาก 320 deg.เป็น 300 deg.ครับ,2022-09-13 21:37:05,2022-09-13 22:05:00
21,BNS212111221909,M18201,BNS21,ATS error,H353350,"analysis ร่วมกับ setter,sector4 ( พบว่าตัว spoon valve กิ๊ปล็อคหลุดจึงใส่กลับที่เดิม) ครับ",2022-11-21 19:09:41,2022-11-21 21:00:00
16,RZB11707250002,M12302,RZB1,teuse air block,H353350,"Arm ทั้งสองข้างไม่เท่กันครับ AR = 37 deg.
/ R = 0 deg. ( ทำการ calibrate ให้ใหม่ครับ )",2025-07-17 00:02:28,2025-07-17 00:15:00
7,PAP160705261434,M08203,PAP16,เพิ่ม Step หลัง Turn รอบ 2,h355622,at Step เพิ่มใน Recipe,2026-05-07 14:34:07,2026-05-07 14:40:00
18,BNS201803230935,M20201,BNS20,ATS ชน Carcass,H353350,ATS sector11 กดเข้ามาเยอะเกินไปเปิด BMA แจ้ง sector มาทำการแก้ไขครับ,2023-03-18 09:35:48,2023-03-20 10:00:00
9,PAP140911231557,M08201,PAP14,Extension รั่ว,H353362,"B/D EXTENSION LEAK AR 
เปลี่ยน DRUM +GEO +follow 1เส้น",2023-11-09 15:57:21,2023-11-09 19:00:00
9,BNS180903261953,M20201,BNS18,B/D รั่ว,H353362,"B/d leak ขอบ ลองถอดประกอบใหม่ไม่หาย 
นำ b/d ใน rack. Spare ไปเปลี่ยน (เข้าทำ 18.00-19.00)",2026-03-09 19:53:02,2026-03-09 19:00:00
5,PAP200509251435,M21701,PAP20,B/D ด้าน R  Turn ยับเสี่ยงบล๊อคลม,H353362,B/d leak จุก เปลี่ยน b/d turn up ด้าน R,2025-09-05 14:35:57,2025-09-05 15:00:00
11,PAP161205230120,M13301,PAP16,B/Dรั่วด้านR,้h354256,B/D trun upด้านRรั่ว,2023-05-12 01:20:06,2023-05-12 00:28:00
11,PAP211205230138,M18201,PAP21,B/Dรั่วด้านR,้h354256,B/D trun upด้านRรั่ว,2023-05-12 01:38:15,2023-05-12 02:10:00
21,PAP21B2204260244,M15103,PAP21B,ลมรั่วด้าน R,H353362,B/d turn up แตก ด้าน R เปลี่ยน b/d ใหม่,2026-04-22 02:44:59,2026-04-22 03:20:00
12,BNS161209252124,M18201,BNS16,รีดพับยับด้านAR /บล็อคลม,็H355622,B/D รั่ว แจ้ง Setter ทำการเปลี่ยน B/D,2025-09-12 21:24:10,2025-09-12 07:00:00
26,PAP162606222327,M13702,PAP16,B/D รั่วด้าน AR,h351821,B/D. Trun. Up. รั่วด้านAR. เปลี่ยน B/D. ใหม่,2022-06-26 23:27:03,2022-06-26 23:30:00
29,TCSM133008250026,M05102,TCSM13,เส้นรอบวง BA เกิน Spre -12,h354217,Ba -12 /QOให้ปรับ GCS ขึ้น จาก3988-2เป็น3990,2025-08-30 00:26:07,2025-08-30 00:11:00
2,PAP190203241140,M19501,PAP19,b/D หลังเทิร์นไม่สุด,H355773,Balance Bladder push,2024-03-02 11:40:14,2024-03-02 11:55:00
